cancer有啲都有得医嘅	有些癌症还是可以治的
佢正一搅屎棍，搅到兄弟姊妹不和	她真是一个专门搬弄是非的人，搞得兄弟姊妹不和
佢正话去踢波翻嚟，所以成身汗	他刚才去踢球回来，所以一身汗
佢武功咁使得，闲闲哋打低几个衰人	他武功这么高强，打败几个坏蛋，小意思而已
佢武功咁使得，闲闲地打低几个衰人	他武功这么高强，打败几个坏蛋，小意思而已
佢每次都擸网顶	他每次都取得最高成绩
佢净系肉紧啲钱啫	他只是紧张这些钱
佢净系识得整喊我	他只会把我弄哭了
佢净系识讲唔识做	他只会说不会做
佢净识讲日文	他只会说日语
佢演老工人似模似样噃！	他扮演老工人很像样！
佢热到懵咗	他热得昏迷过去了
佢争一分就合格，真系惨	他差一分就及格，真倒霉
佢爸爸做大寿开咗五十围酒	他爸爸做大寿办了五十桌酒席
佢玩完玩具好冇手尾，次次都要人帮佢执	他玩过玩具不收拾好，每次都要别人帮他收拾
佢现在同个女仔行紧	他现在跟一个女孩子谈恋爱
佢琴晚病到哽哽声，咪即刻同佢去医院睇睇啰	他昨晚痛得不断呻吟，就马上陪他到医院看看呗
佢生得咁靓，畀人索油都唔出奇啦	她长得这么漂亮，有时难免被男人占便宜
佢生得好细粒	他长得个儿小
佢生得好靓仔	他长得很漂亮
佢生成系咁面青青	她长的就是那么一张不红润的脸
佢生过两个仔女	她生过两个孩子
佢产后大出血，靠输血吊住条命	她产后大出血，靠输血维持生命
佢用件衫搂住个头唔想畀人睇到	他用衣服蒙着头不想让别人看见
佢由三楼挞落嚟	他从三楼摔下来
佢由楼梯碌落嚟，跌到七彩噉	他从楼梯上滚下来，摔得晕头转向
佢畀三本书我	他给我三本书
佢畀人呃咗几万蚊	他让人骗了几万块钱
佢畀人屈嘅	他是被陷害的
佢畀人打咗一餐	他给人打了一顿
佢畀人睇见	他被人家看见
佢畀人卖过猪仔	他给人出卖过
佢畀人阴到争啲命都冇呀	他被人害得差点连命都没有
佢畀人闹到一面屁	他给人骂得满脸羞惭
佢畀人闹到死死吓	他挨了一顿臭骂
佢畀个波㨘到个鼻哥	他让球砸中了鼻子
佢畀咗乜嘢着数你呀？你咁帮住佢	他给了你什么好处？你这样护着他
佢畀咗袋生果过我	他给了我一袋水果
佢畀大家㗾走咗	他被大家嘘走了
佢畀我问到口哑哑	他被我质问得哑口无言
佢畀班学生激到扎扎跳	他被这帮学生气得跳起来
佢畀石头䂿亲只脚	他的脚被石头砸了
佢畀石头揜亲只脚	他的脚被石头砸了
佢畀老窦徇咗一餐	他被父亲臭骂了一顿
佢畀老窦闹到死死吓	他让老爸骂得垂头丧气的
佢当你是佢家姐咁滞	他差不多把你当成他的姐姐了
佢叠埋心水读书	他专心致志念书
佢瘦得真凄凉	他瘦得很厉害
佢瘦蜢蜢噉，唔知系唔系生虫？	他瘦瘦的，不知是不是长了寄生虫？
佢癫咗	他疯了
佢发烧，有啲唔开胃	他发烧，胃口有点不好
佢百厌成噉，佢阿妈都冇晒符	他这么淘气，他妈妈也毫无办法
佢真系信心爆棚	他真是信心十足
佢真系大个仔啦，唔驶我再操心喇	他确实长大了，不用我再操心了
佢真系几野蛮	他真的很野蛮
佢真系知悭识俭喇	他真会精打细算
佢真系算死草，一毫子都唔会过你手	他真会算计，一毛钱都不会留给你
佢真系讲得好标准㗎	他真的讲得很标准啊
佢真系长气袋，讲起话嚟鸡啄唔断	他真是能说，说起话来没完没了
佢真好颈，激佢都唔嬲	他脾气真好，气他也不火儿
佢真客气，又斟茶又盛	他真客气，又倒茶又什么的
佢真有公德心	他真有公德观念
佢真有把炮	他真有办法
佢真癐，一笪落床就瞓着咗啰	他真累，一倒在床上就睡着了
佢眼光光噉唔知喺度谂乜	他愣愣的，不知道在想什么
佢眼光光噉望住啲劫匪将珠宝首饰抢掠一空	她干瞪着眼看着劫匪把珠宝首饰抢掠一空
佢眼光光噉望住的劫匪将珠宝首饰抢掠一空	她干瞪着眼看着劫匪把珠宝首饰抢掠一空
佢眼光光噉，我哋喺侧边行过佢都见唔到	他眼睁睁的不知看甚么，我们从他身边走过他都看不见
佢眼定定噉望住幅相，唔知谂乜嘢？	他两眼发直地看着这张照片，不知想什么？
佢眼甘甘望住粒大钻石	他贪婪地盯着那颗大钻石
佢眼界唔错	他的眼力不错
佢眼都红晒，好似要揾人搏命噉	他眼睛红红的，像要找人拼命似的
佢睇下冇人骚佢，卒之唯有躝尸趷路	他看看没人理睬他，最后只好滚蛋了
佢睇化咗咯，乜都唔理	他都看透了，什么都不理
佢睇嚟唔似讲大话	他看来不像在撒谎
佢睇睇吓电视就瞌着咗	他看着看着电视就睡了
佢睇落好后生	他看来很年轻
佢睇落好得意	他看来很可爱
佢睇落好精神	他看来很精神
佢睇落好细粒，但全部都系肌肉嚟	他看来个子很小，可是全身都是肌肉
佢睇落好翻好多	他看来好起来了很多
佢睇见条蛇，吓到当堂晕咗	她看见一条蛇，吓得当场晕过去
佢睇见都好心噏	他看见心里很纳闷
佢睩大眼连声否认	他睁大眼睛连声否认
佢瞓到过晒钟仲唔起身	他睡过了时间还不起床
佢瞓唔够，唔怪之得咁木独啦	他睡眠不足，怪不得那么迟钝了
佢瞓喺度好似死咗噉	他躺在这儿好像死了一般
佢瞓得好淰吖	他睡得很熟
佢瞓着觉手指都仲喐吓喐吓	他睡着觉手指也还一动一动的
佢知呃唔到人，咪死死气认咗佢啰	他知道再骗不了人，不就勉为其难地承认啰
佢知唔知丑㗎啫？	他知不知耻啊？
佢知道个仔出咗事，就发晒茅噉冲咗出去	他知道儿子出了事，就疯了似的冲出去
佢知道冇得升职之后，就放䠋晒嘞	他知道提职没他的份儿以后，做事就不起劲了
佢知道自己输咗五十万，成个扎起	他知道自己输掉五十万时，吓得跳了起来
佢硬系要去	他偏偏要去
佢神神地㗎，唔好理佢	她精神不正常，别理她
佢究竟想点？	他到底想怎样？
佢立心同你拗颈	他成心跟你过不去
佢笑咗好耐	他笑了很久
佢笑笑口噉讲	他微笑着说
佢第一轮就畀人筛咗出局，入唔到决赛	他第一轮就被淘汰出局，进不了决赛
佢等咗你好耐喇	他等你很久了
佢简直当你我到	他简直不把我放在眼里
佢粒声唔出走咗	他一声不响走了
佢系公司嘅老细	他是公司的老板
佢系我嘅拍档	他是我的伙伴
佢约我同佢听晚食饭	她约我明天晚上跟她吃饭
佢扎住个头一定系受咗伤	他把头包扎起来，一定是受了伤
佢细个嗰阵时好驯品㗎	她小时候挺温顺的
佢细个好牛精㗎，成日同人打交	他小时候很蛮横的，成天跟别人打架
佢细时好肥㗎	他小时候挺胖的
佢细时好跳皮	他小的时候很淘气
佢结咗婚仲出去滚	他结了婚还到外面搞女人
佢经常挨更抵夜埋头学外语	他经常起早睡晚埋头学外语
佢经常揾借口唔做嘢，真系畀佢激奀！	他常常借口不干活儿，真被他气坏了！
佢经历咗咁多嘢，乜都睇化晒喇	他经历了那么多事，甚么都看透了
佢经验仲未够，识啲唔识啲点得嘅唧？	他经验还不够，一知半解怎么行？
佢总系唔肯听	他总是不肯听
佢细个嗰阵最曳喇	他小的时候最淘气了
佢翻咗公司	他回公司去了
佢翻咗嚟	他回来了
佢翻嚟一下，连随出咗去	他回来一下，随即出去了
佢老公瓜咗好耐啰！	他丈夫死了很久了！
佢老公瓜咗好耐啰！	她丈夫死了很久了！
佢老婆有咗	他老婆怀孕了
佢老窦好纵佢	他父亲很溺爱他
佢老窦是斗木嘅	他父亲是木匠
佢考试出猫畀亚sir捉到	他考试时作弊让老师发现了
佢考试出猫畀亚sir捉到	他考试时作弊让老师发现了
佢而家仲心大心细	他现在还是拿不定主意
佢而家仲韫喺差馆等候保释	他现在还关在警察局里等候保释
佢而家唔得闲	他现在没空
佢而家唔得闲	他这会儿正忙着
佢而家喺广州，听日落香港	他现在在广州，明天去香港
佢而家好唔开心	他现在很不高兴
佢而家就风流啰	他现在就大出风头了
佢而家火遮眼，唔好惹佢	他现在正在火头上，不要惹他
佢而家瞓着觉㗎喇，唔好烦佢啦	他现在睡觉了，不要烦他了
佢而家肯定去揾周公啦	他现在肯定已经睡了
佢而家开紧会	他现在开会
佢而家开紧会，唔该四个字之后大嚟啦	他现在开会，请20分钟以后打来
佢而家食紧饭	他现在正吃着饭
佢耐不耐都会嚟封信	他时不时都会来一封信
佢耐不耐都有嚟坐吓嘅	他偶尔也来坐坐
佢耐唔中嚟吓	他偶尔来一次
佢声线几好	他的音色不错
佢听日就翻嚟，唔系啩？	他明天就回来，不是吧？
佢听日就要还钱，而家周围去扑水	他明天就要还钱，现在到处去筹钱
佢脚骨好使得，一日行七八十里路仲好平常	他的脚杆子很棒，一天走七八十里路还很平常
佢自己唔争气，你肉紧都冇用呀	他自己不争气，你干着急也没用
佢自己嘅事自己都唔紧	他自己的事自己都不急
佢自细就好多病，身体好孱	他从小就多病，身体很虚弱
佢自细就钟意读书	他从小就喜爱读书
佢至叻系驳嘴！	他最能干的就是顶嘴！
佢举重嗰时掬住度气坚持住，终于破咗世界纪录	他举重时屏住气坚持着，终于破了世界纪录
佢旧时喺广州打工	他以前在广州当佣工
佢英文好劲	他的英语一流
佢着得身光颈靓	他穿得一身整齐
佢着起呢件衫零舍威水	他穿起这件衣服格外神气
佢着起套西装，就成个老细噉嘅款	他一穿上西装，就是十足的一个老板的样子
佢荡失咗	他迷路了
佢蛇咗去边呢	他上哪儿去了？
佢蚀咗好多钱	他亏了大本
佢行到趷吓趷吓，脚好似好痛	他走得一拐一拐的，脚似乎很痛
佢行匀全国	佢走遍全国
佢行咗入嚟嘞	他走进来了
佢行极都唔癐	他怎么走也不累
佢行行吓忽然仆低喺地下	他走着走着忽然趴在地上
佢行过我张枱顺手就挞咗我枝笔去用	他经过我的桌子顺手就拿走我的笔去用
佢行过连我枝笔都擸埋	他把我这枝笔也占有了
佢行开咗	他不在这里
佢行开咗	他没在这里
佢行开嗰阵，李小姐嚟负责佢嘅电话	他离开时，李小姐会来负责他的电话
佢行头	他走在前头
佢表演呢项杂技，唔使吊威也，真系犀利	他表演这项杂技，不用系安全绳，真厉害
佢表演空中飞人都唔吊威也嘅	他表演空中飞人时也不吊钢丝作保险
佢被车撞到五痨七伤，送到嚟医院已经得翻半条人命	他被车撞得五痨七伤，送到医院已经半死不活
佢要噉成半	他要了足有一半
佢要嫁畀唐叔嘅仔你又唔肯，唔通要个女将来摄灶罅咩？	她要嫁给唐叔的儿子你又不肯，难道要你的女儿将来留着在娘家吃闲饭？
佢要翻内地做生意，最近系度恶补普通话	他要回内地做生意，最近正拼命补习普通话
佢要辞职嘅事已经通晒天	他要辞职的事已经传开了
佢见到梗系扯晒火	他看到当然很生气
佢见到红色炸弹都唔敢接，唔敢去饮	他看到喜帖也不敢接受，不敢去喝喜酒
佢见到肯定扯晒火	他看到了一定很生气
佢见好辛苦㖞，搭车罢啦	他说觉着很难受，坐车得了
佢见成呢份工，系胜在资历高啲	他获聘的主要因素是资历高些
佢亲口讲畀我知嗝	他亲口对我说的
佢记性好就唔在讲喇，仲写得一手好文章添	他记忆力好就不在话下了，还写得一手好文章呢
佢诈假意吓你㗎咋	他只是闹着玩吓唬你而已
佢诈谛唔识我	他假装不认识我
佢话一阵出嚟再同我倾	他说一会儿出来再跟我谈
佢话一阵放工一齐走	他说一会儿下班一起走
佢话乜都唔关佢事，真系识卸膊	他说什么都与他无关，真会推卸责任
佢话佢唔认得我	他说他不认识我
佢话冇计喇间公司一定要登记吖，如果唔系就唔得	他说没办法公司非得登记，不做就不行
佢话口未完，只白鸽就变走咗嘞	他话音刚落，那只鸽子就变没了
佢话名系经理，其实冇实权嘅	他名义上是经理，其实没实权
佢话名系董事啫，乜都唔理	他是名义上的董事罢了，什么也不管
佢话唔系佢做个㖞	他说不是他做的
佢话唔去㖞	他说不去啦
佢话唔会买，其实佢心目中心思思想买嘅！	他说不会买，其实他心中老惦着想买！
佢话帮你其实系揾你老衬㗎咋	他说帮你其实是让你当冤大头的呀
佢话感冒所以喉咙痛，其实唔关事嘅，系因为食咗炸嘢先至喉咙痛	他说感冒所以喉咙痛，其实跟这没关系，是因为他吃了油炸食品才会喉咙痛
佢话我呢排呢，脾气差咗好多	她说我最近脾气越来越差
佢话晒都系我大佬	他好歹也是我老大
佢话用极都用唔晒，就送畀我	他说怎么用也用不完，就送给我
佢话听日先同我讲地点	他说明天才告诉我地点
佢话落畀佢个仔㗎喇	他吩咐他的儿子了
佢话要煮啲好嘢畀大家食，骚吓quali㖞	他说要给大家做点好吃的，显显本领
佢认为我比唔上佢所以唔会骚我	他以为我比不上他所以对我不理不睬
佢请翻嚟啲人，个个都一嚿饭噉	他聘请回来的人，一个个干起活来都是笨手笨脚的
佢谂到定晒形	他想得发愣
佢谂咗一阵	他想了一会儿
佢谂通咗啦	他已经想通了
佢讲到大家心喐喐，个个都想去参加	他说得大家心里都痒痒的，个个都想去参加
佢讲咗好多嘢，乜乜物物，我都听烦咯	他说了很多东西，这样那样的，我都听烦了
佢讲啲嘢同今次嘅主题都唔挐耕嘅	他讲的话跟这次的主题一点儿也不沾边
佢讲啲说话好阴毒	他说的话很恶毒
佢讲嘅说话骨痹到死	他说的那些话肉麻得要命
佢讲嘅说话骨痹到死	他说的那些话肉麻得要命
佢讲嘅都系实话，冇乜花假嘅	他说的都是实话，没有什么虚假的地方
佢讲嘢好乸型	他说话一副娘娘腔
佢讲嘢都冇厘搭霎嘅	他说话都没谱儿的
佢讲好咗同我一齐去，但系又甩底	他说好了跟我一起去，可是又失约
佢讲完你至讲	他说完了你再说
佢讲就讲得口响，我睇佢未必做得成	他说是说得好听，我看他不一定做得成
佢讲得似层层，唔到你唔信	他说得好像真有其事，不由你不相信
佢讲得冇错	他说得对
佢讲亲嘢都系阴声细气	他说话经常都是小声小气的
